1e-05,2,0,0.3288590604026846,0.2903225806451613,0.35106382978723405,1.4544090096582503,1.5662628912156629,1.5540352019857853
1e-05,0,0,0.3275167785234899,0.45161290322580644,0.4574468085106383,1.4534766592435389,1.3573646212136874,1.3774826032050111
1e-05,1,0,0.3409395973154362,0.45161290322580644,0.4574468085106383,1.4546635693351695,1.391072920573655,1.4044681013898646
0.0001,0,1e-05,0.33557046979865773,0.5698924731182796,0.46808510638297873,1.4549519266858197,1.2173306916349678,1.336025907638225
1e-05,0,1e-05,0.31543624161073824,0.3118279569892473,0.35106382978723405,1.4520401783437538,1.5589678390051729,1.571388876184504
0.001,0,1e-05,0.38926174496644295,0.4838709677419355,0.5851063829787234,1.480970102828621,2.102530312794511,1.6722426287671353
0.0001,0,0,0.348993288590604,0.4946236559139785,0.574468085106383,1.4483808394246453,1.3078733041722288,1.2431443828217528
0.001,1,0,0.312751677852349,0.4731182795698925,0.5106382978723404,1.601945336713087,1.3238392042857345,1.2815077507749517
0.0001,1,1e-05,0.35570469798657717,0.44086021505376344,0.5425531914893617,1.4492850113235063,1.46144280510564,1.414785844214419
0.001,0,0,0.33557046979865773,0.5161290322580645,0.5212765957446809,1.6094961486406774,1.2911551972871185,1.3921545680533065
0.0001,1,0,0.3422818791946309,0.34408602150537637,0.5,1.4551063689609502,1.4499233602195658,1.384407215930046
0.0001,2,0,0.3288590604026846,0.3978494623655914,0.5319148936170213,1.4531927916827618,1.394212757387469,1.397759185192433
0.001,2,0,0.3906040268456376,0.5053763440860215,0.5638297872340425,1.4199236890613633,1.1413424284227434,1.1861643131743087
1e-05,2,1e-05,0.3167785234899329,0.3655913978494624,0.3617021276595745,1.45477019572418,1.504249398426343,1.5493768415552505
0.001,2,1e-05,0.35838926174496644,0.5483870967741935,0.5851063829787234,1.4608278180128775,1.2561060100473382,1.3003805152913357
0.001,1,1e-05,0.33691275167785234,0.46236559139784944,0.5531914893617021,1.5229110976993638,1.3602248750707155,1.393633525422279
1e-05,1,1e-05,0.3516778523489933,0.1935483870967742,0.3404255319148936,1.4520889245423694,1.6763796819153653,1.6521080859163975
0.0001,2,1e-05,0.3624161073825503,0.41935483870967744,0.48936170212765956,1.4508823103552697,1.4451524544787664,1.4327849733068587
